distance_m,rssi
121.683130,-80.423809
13.661430,-51.898527
26.262236,-60.414792
31.402108,-62.743909
44.146260,-67.225036
71.817162,-73.564993
72.449378,-73.635192
72.579187,-73.657536
80.172099,-74.994993
89.702667,-76.417312
97.471281,-77.538629
104.000193,-78.383173
106.200971,-78.655578
128.570345,-81.129317
27.823726,-61.250568
40.920888,-66.233598
41.723099,-66.482054
44.140673,-67.225036
58.202696,-70.827540
74.958086,-74.102030
90.280661,-76.512913
90.890017,-76.603443
122.627309,-80.544583
12.541225,-50.792073
26.050122,-60.313107
41.442282,-66.393442
46.624015,-67.889846
56.960555,-70.502665
63.906800,-71.998466
67.760183,-72.803876
85.696974,-75.865000
98.092937,-77.583620
99.754314,-77.844565
105.814195,-78.612832
117.629458,-79.978969
122.413032,-80.501514
6.992376,-43.190062
19.792311,-56.758631
61.568138,-71.511832
62.371559,-71.685690
86.714157,-76.018998
97.261588,-77.512554
97.661148,-77.568293
99.747155,-77.844406
109.747888,-79.077443
109.741542,-79.080922
118.058769,-80.027810
136.005212,-81.861025
17.400874,-55.046125
46.467722,-67.849585
58.685249,-70.890693
71.870117,-73.531256
74.398422,-73.991838
91.695326,-76.726266
100.997100,-78.004335
102.972254,-78.215939
102.916652,-78.238144
109.741169,-79.080922
113.826001,-79.558594
31.128024,-62.626748
41.584438,-66.402209
44.161698,-67.184363
56.490516,-70.392802
57.312068,-70.606533
80.583429,-75.055994
90.104988,-76.507540
99.880042,-77.860668
102.748266,-78.186547
109.639012,-79.062924
116.726845,-79.879091
120.174144,-80.227632
17.554155,-55.171695
63.808800,-71.981712
75.928176,-74.247187
88.813806,-76.289449
89.610308,-76.412242
99.761935,-77.845823
104.407857,-78.412659
113.405507,-79.497895
118.147469,-80.038330
119.810806,-80.189455
121.140127,-80.366276
12.847781,-51.091939
25.184337,-59.865470
30.932216,-62.549924
42.658813,-66.776829
70.737697,-73.321575
70.941228,-73.404107
73.045824,-73.743033
78.997630,-74.803578
88.417563,-76.228414
96.897014,-77.462595
103.950620,-78.377394
105.968845,-78.628045
127.547399,-81.025585
56.893278,-70.487944
61.949134,-71.596506
75.541694,-74.182520
99.755607,-77.845990
101.045858,-78.012270
112.979619,-79.449426
117.436860,-79.959569
121.789475,-80.429779
122.075823,-80.433470
127.186744,-80.990784
42.435720,-66.662012
73.270319,-73.779304
85.492041,-75.789662
89.734948,-76.431407
97.526083,-77.505889
106.111071,-78.625793
81.379520,-75.191789
112.979006,-79.449426
19.945628,-56.855438
28.079609,-61.310615
52.798147,-69.520625
75.518777,-74.176320
78.488493,-74.720187
80.722018,-75.086969
84.485304,-75.679938
88.748125,-76.311310
101.535934,-78.062268
101.585516,-78.081995
112.687846,-79.414430
115.485244,-79.728517
119.326692,-80.179138
8.180974,-45.228752
19.936980,-56.855438
60.038493,-71.188365
62.006557,-71.604994
86.302694,-75.956909
96.638690,-77.429284
97.532081,-77.551259
99.743601,-77.844079
108.555858,-78.935769
109.742212,-79.081275
118.361232,-80.061278
135.080589,-81.772273
136.428711,-81.923751
30.767308,-62.474602
42.626938,-66.724978
42.853165,-66.792155
54.925079,-70.026376
55.355312,-70.152805
79.192075,-74.828499
88.601202,-76.289259
99.872902,-77.860525
100.430140,-77.889109
108.448848,-78.922010
116.535075,-79.858310
118.415538,-80.035460
52.642068,-69.481136
59.586311,-71.087502
65.240966,-72.268142
92.678461,-76.873609
99.869999,-77.860495
105.812284,-78.608854
106.634883,-78.708695
113.294336,-79.496314
121.301113,-80.383255
121.510321,-80.371519
28.948160,-61.723078
66.294523,-72.516753
67.076682,-72.672621
70.278445,-73.280538
78.774886,-74.759283
89.827740,-76.456362
103.421930,-78.287169
105.707995,-78.576141
8.854977,-46.278430
28.762688,-61.627495
55.980646,-70.273822
65.114863,-72.245046
81.342669,-75.184572
103.825487,-78.362957
104.340738,-78.429760
105.906292,-78.625002
112.762023,-79.437323
116.458128,-79.850636
120.323870,-80.278341
11.960089,-50.163186
24.047497,-59.265781
30.582943,-62.400773
41.198752,-66.324315
68.780794,-72.956656
70.099414,-73.249218
73.719180,-73.862049
77.734559,-74.593358
87.016313,-76.020744
96.291942,-77.381162
103.824891,-78.361395
105.710352,-78.595870
126.407418,-80.908970
28.963335,-61.774582
38.040228,-65.281708
38.882081,-65.561331
41.204544,-66.324315
54.278172,-69.919227
71.763579,-73.534588
88.280539,-76.220338
89.042467,-76.336103
117.745990,-80.016119
135.471827,-81.832491
12.065686,-50.283729
11.867854,-50.067279
37.885579,-65.231418
42.072586,-66.553679
56.965151,-70.501864
66.795332,-72.619816
75.297251,-74.136883
80.025442,-74.973303
85.252923,-75.754789
97.460287,-77.540673
104.382750,-78.433924
113.015685,-79.463887
121.516543,-80.399191
12.033901,-50.258331
23.809324,-59.144048
38.590792,-65.464900
45.116004,-67.460293
53.836373,-69.768765
63.522863,-71.919152
65.904685,-72.442521
83.666417,-75.552548
97.023635,-77.441341
99.752947,-77.844321
105.937007,-78.627668
117.293296,-79.941565
120.831971,-80.333089
9.598965,-47.306554
20.229204,-57.047436
57.738134,-70.679335
62.366312,-71.680482
85.884688,-75.893716
96.051616,-77.350285
97.420467,-77.536451
99.746275,-77.844444
107.437611,-78.801535
109.710685,-79.077588
118.624525,-80.090130
134.185664,-81.685925
134.838632,-81.771082
18.520681,-55.862388
44.944181,-67.413894
56.652903,-70.430399
67.986209,-72.806588
71.188962,-73.415990
88.990298,-76.335992
98.333683,-77.614790
100.128173,-77.879874
101.138346,-78.022225
109.717037,-79.077588
112.423353,-79.397488
30.429377,-62.328451
41.566305,-66.393318
43.624098,-67.027778
53.399068,-69.658075
53.388862,-69.681070
77.789023,-74.595853
87.100279,-76.066273
98.109949,-77.583906
99.871709,-77.860116
107.342078,-78.788516
116.373750,-79.839842
116.656912,-79.839944
18.684923,-55.980805
63.386883,-71.894164
75.005806,-74.087019
86.014536,-75.871451
87.595287,-76.114372
99.766087,-77.846411
102.567550,-78.180061
111.301991,-79.253329
116.291221,-79.800412
118.693680,-80.097864
119.771049,-80.218685
11.085065,-49.178260
22.935067,-58.651087
30.251691,-62.257676
39.730003,-65.852609
66.801736,-72.576904
69.243631,-73.089812
74.368858,-73.975845
76.456886,-74.377182
85.593623,-75.806448
95.735069,-77.305721
103.705612,-78.346182
105.445268,-78.562808
125.260436,-80.790570
53.737917,-69.744643
62.603967,-71.733334
74.820867,-74.057908
99.763869,-77.846608
101.192251,-78.030548
111.724943,-79.304381
117.055265,-79.917001
118.138306,-80.006285
121.060566,-80.351559
124.898759,-80.754700
81.229970,-75.166658
85.498728,-75.835715
91.039547,-76.643137
102.931665,-78.253852
111.730368,-79.304381
44.415673,-67.256270
74.573198,-74.008953
84.891999,-75.697857
87.853844,-76.154194
96.447193,-77.360911
104.452656,-78.419948
20.667831,-57.323930
30.895372,-62.555197
51.252655,-69.135407
74.796211,-74.051651
75.929933,-74.288817
78.687205,-74.754486
82.403939,-75.355123
85.730053,-75.861171
98.678489,-77.690717
103.006520,-78.262868
110.536051,-79.163098
113.674152,-79.522184
114.315618,-79.620269
11.142607,-49.244509
20.659174,-57.323930
55.471510,-70.158217
62.646189,-71.738341
85.458805,-75.829190
95.511770,-77.277170
97.324728,-77.523656
99.754355,-77.845386
106.390441,-78.674640
109.647492,-79.069921
118.847480,-80.114266
133.319172,-81.601906
133.237618,-81.615471
30.103299,-62.188269
40.290722,-65.987407
44.585686,-67.311625
51.412449,-69.190070
51.900984,-69.287526
76.375117,-74.357597
85.588184,-75.838086
95.778557,-77.270644
99.869112,-77.859463
106.303962,-78.662350
114.886798,-79.640803
116.230639,-79.823695
51.105709,-69.098424
55.032229,-70.052539
64.469062,-72.113792
90.754450,-76.601188
99.859574,-77.859386
105.271081,-78.542571
107.405765,-78.802010
112.165609,-79.366927
117.541189,-79.939232
119.755398,-80.217369
30.086199,-62.226920
64.378806,-72.134787
65.223194,-72.307939
68.599396,-72.966249
75.948633,-74.285001
87.030381,-76.043652
101.513585,-78.043501
104.006859,-78.365446
11.926290,-50.144508
31.614539,-62.857710
52.767967,-69.504111
64.349010,-72.090615
81.182233,-75.158582
103.528500,-78.325355
104.701962,-78.474265
106.078126,-78.645770
111.404525,-79.280342
116.166523,-79.817907
118.934706,-80.127764
30.098989,-62.275245
35.070487,-64.223438
36.005389,-64.560188
38.419452,-65.399541
50.336525,-68.937576
68.470147,-72.924425
86.215550,-75.912843
87.138981,-76.053832
112.674959,-79.443888
132.269051,-81.520970
11.602895,-49.777511
21.748234,-57.962609
35.720721,-64.456127
43.438409,-66.968204
50.861087,-69.026814
62.971831,-71.806814
63.976211,-72.055195
81.550940,-75.218839
95.937029,-77.293845
99.768937,-77.846482
106.115414,-78.649504
116.868085,-79.894861
119.308979,-80.168397
12.743143,-50.997681
21.221682,-57.673069
53.251283,-69.624757
62.835673,-71.778930
85.025080,-75.763155
94.791012,-77.178357
97.244594,-77.512669
99.767002,-77.846796
105.417045,-78.554978
109.548670,-79.058324
119.023514,-80.133637
131.636793,-81.457785
132.489452,-81.520296
19.651013,-56.631638
43.253157,-66.915431
54.520382,-69.931513
64.108472,-72.042434
67.891588,-72.797583
86.149459,-75.913412
93.663729,-76.981472
97.201852,-77.494370
101.281519,-78.040932
109.548857,-79.058324
111.079098,-79.242217
19.806584,-56.742954
62.798404,-71.773516
73.983536,-73.908964
83.274291,-75.450358
85.523488,-75.802371
99.772466,-77.847096
100.594282,-77.927133
109.064559,-78.988725
112.739405,-79.396775
118.370012,-80.066246
119.064838,-80.138492
9.737166,-47.490701
21.102749,-57.566436
29.479297,-61.922189
37.280034,-65.023840
63.006384,-71.814365
67.971018,-72.848281
73.407179,-73.846909
75.427464,-74.160517
82.893767,-75.388484
94.327152,-77.113196
103.088995,-78.268212
104.397592,-78.432979
122.708591,-80.522777
50.403954,-68.909351
62.936150,-71.801397
74.109071,-73.933225
99.771255,-77.847313
101.344662,-78.049673
110.345745,-79.142615
114.025268,-79.544171
116.596099,-79.865607
120.285464,-80.267788
122.289694,-80.479801
46.229142,-67.778912
75.580277,-74.184434
84.192028,-75.590570
85.926684,-75.864486
95.333202,-77.210052
102.666233,-78.194824
81.057592,-75.139284
110.345455,-79.142615
21.903852,-58.079532
33.857717,-63.743967
49.863761,-68.781096
72.725020,-73.728382
74.090738,-73.927052
76.550096,-74.396729
80.231690,-75.007818
82.667265,-75.389187
95.694616,-77.290903
104.437169,-78.441859
108.257041,-78.891183
109.154926,-79.019144
111.727404,-79.297919
14.386908,-52.568238
21.883598,-58.079532
51.054608,-69.077830
62.960006,-71.803056
84.586021,-75.695083
94.001399,-77.070545
97.168289,-77.503298
99.775606,-77.848566
104.497145,-78.442418
109.416066,-79.042807
119.156677,-80.148143
130.037307,-81.299162
131.674078,-81.441049
49.743798,-68.747700
50.637589,-68.966644
63.712816,-71.958693
88.758384,-76.311790
99.844130,-77.857395
103.992332,-78.383322
108.207304,-78.898654
111.065045,-79.238926
113.403640,-79.471588
118.271811,-80.055518
31.168043,-62.686091
62.394196,-71.726234
63.283087,-71.913910
67.561949,-72.767178
73.104917,-73.787899
84.101941,-75.597554
99.479349,-77.779234
102.193359,-78.135555
15.186130,-53.291012
34.593880,-64.032582
49.380013,-68.639090
63.583023,-71.935092
81.016057,-75.130701
102.707497,-78.222137
105.111989,-78.525493
106.302604,-78.673730
110.126621,-79.131395
115.950053,-79.794333
117.519333,-79.972984
9.232144,-46.801777
20.326059,-57.079734
29.090008,-61.748448
36.205072,-64.642369
61.139366,-71.422845
67.443877,-72.746624
71.737726,-73.547545
75.884140,-74.238907
81.566644,-75.178479
93.562358,-77.007621
102.683907,-78.217047
103.732690,-78.349940
121.352987,-80.378540
31.159790,-62.729163
32.092691,-63.065246
33.176547,-63.491831
36.261481,-64.642369
46.426436,-67.883198
65.131456,-72.274577
84.127622,-75.593980
85.208822,-75.760866
107.494521,-78.831144
129.090686,-81.203506
137.249186,-81.997698
11.226378,-49.348733
20.169980,-56.983724
32.896548,-63.381515
41.615955,-66.409634
48.007594,-68.274806
61.977219,-71.641309
62.273202,-71.661391
79.349176,-74.862475
94.809202,-77.139834
99.795792,-77.850173
106.352856,-78.678555
116.372035,-79.839836
117.837594,-80.007694
16.026888,-53.975791
22.656819,-58.530878
48.899060,-68.516014
62.994645,-71.810280
84.126925,-75.624787
93.242432,-76.964632
97.112490,-77.495363
99.794993,-77.850595
103.652226,-78.336789
109.256497,-79.023507
119.249511,-80.157916
128.456626,-81.139487
130.899304,-81.364142
20.778320,-57.356221
41.412043,-66.349948
52.299366,-69.390670
60.393462,-71.265850
64.551159,-72.139863
83.182228,-75.457025
88.970505,-76.312342
94.153703,-77.080086
101.433585,-78.060558
109.251182,-79.023507
109.827603,-79.095823
136.053396,-81.845658
28.874099,-61.644507
36.565754,-64.723020
45.533019,-67.607548
47.225887,-68.061286
47.602981,-68.161037
72.100534,-73.608274
80.993906,-75.119784
88.752791,-76.277886
99.845337,-77.856246
103.586067,-78.326603
109.540134,-79.019768
115.921141,-79.788983
20.927899,-57.461478
62.060783,-71.620042
72.872477,-73.712202
80.739184,-75.048041
83.436113,-75.480123
98.503926,-77.653622
99.780959,-77.847861
106.704044,-78.703321
109.163304,-78.977079
116.955924,-79.910296
119.262793,-80.159918
9.104310,-46.622366
19.881552,-56.792528
28.527523,-61.493955
35.370063,-64.336959
59.502872,-71.069510
67.124581,-72.684009
69.859056,-73.202615
76.110664,-74.277665
80.458496,-75.000356
92.649468,-76.880655
102.144437,-78.148768
102.787966,-78.231358
119.960782,-80.228765
46.884797,-67.967726
62.941711,-71.803613
73.404921,-73.810901
99.770070,-77.848113
101.492619,-78.069608
108.839104,-78.963425
109.714593,-79.042665
116.052843,-79.806073
119.453225,-80.178713
119.520293,-80.182786
80.886369,-75.110610
83.705459,-75.560092
86.984843,-76.051385
105.776403,-78.609230
108.837882,-78.963425
47.879158,-68.237588
76.147396,-74.282895
83.391714,-75.467102
83.975370,-75.565237
94.176832,-77.051921
100.752798,-77.950071
134.667291,-81.711356
23.506036,-59.003304
36.938532,-64.879510
48.674093,-68.468368
69.050359,-73.052984
73.391635,-73.804898
74.326783,-74.012767
77.980281,-74.637114
79.580125,-74.893641
92.587764,-76.861468
103.909909,-78.377569
105.850559,-78.598317
105.858529,-78.617985
109.671467,-79.055191
135.830966,-81.867668
17.693652,-55.264247
23.489385,-59.003304
46.756036,-67.932073
62.971477,-71.805599
83.675609,-75.554292
92.224280,-76.822122
97.041501,-77.486255
99.793542,-77.850760
102.836876,-78.234751
109.054600,-78.999865
119.292870,-80.162909
126.859111,-80.976766
130.119727,-81.286745
46.313148,-67.804889
48.568330,-68.440017
62.936524,-71.799957
86.677032,-76.004066
99.824366,-77.854672
102.129449,-78.148136
109.064036,-78.963776
109.051053,-78.998879
109.988132,-79.112762
116.837349,-79.897483
136.011266,-81.882400
32.147719,-63.090092
60.335038,-71.289170
61.249855,-71.488709
66.952287,-72.649389
70.228093,-73.265743
81.046893,-75.115635
97.327965,-77.494010
100.253651,-77.885675
134.971185,-81.783791
18.606430,-55.928314
37.718036,-65.155781
45.805538,-67.661805
62.816557,-71.775720
80.839356,-75.102040
101.598445,-78.079512
105.593468,-78.583902
106.599236,-78.709118
108.965569,-78.993820
115.825496,-79.779577
116.103289,-79.815750
134.859779,-81.771321
9.228092,-46.812564
19.646230,-56.643466
27.899736,-61.202326
34.671781,-64.078856
57.986591,-70.734652
66.895641,-72.640335
67.861343,-72.823932
76.212170,-74.294260
79.460804,-74.838770
91.562417,-76.726572
101.547595,-78.071871
101.700753,-78.092274
118.546611,-80.074387
29.134704,-61.805085
30.433359,-62.364954
32.121064,-63.124929
34.762773,-64.078856
42.557389,-66.752405
61.772982,-71.585222
82.041909,-75.266335
83.253718,-75.459328
102.229594,-78.178298
125.841306,-80.872830
134.773161,-81.759805
135.259734,-81.813242
19.544834,-56.566184
24.263426,-59.424506
44.484321,-67.281137
63.046455,-71.822755
83.293401,-75.494847
91.105795,-76.662916
96.871561,-77.463176
99.704317,-77.838910
101.920320,-78.118083
108.805073,-78.970302
119.309660,-80.164987
125.193408,-80.804360
129.175847,-81.191494
21.895742,-58.043199
39.438761,-65.711640
50.001611,-68.803466
57.381579,-70.598073
61.199738,-71.443639
80.088045,-74.963263
84.263369,-75.603055
90.995291,-76.634474
101.598774,-78.080937
108.703683,-78.961585
108.813333,-78.970302
132.908606,-81.540270
22.060498,-58.143158
61.191798,-71.434662
71.683290,-73.496454
78.757979,-74.723396
81.369348,-75.151220
96.307761,-77.358308
99.783964,-77.848732
104.219661,-78.395787
105.570589,-78.540166
115.540740,-79.752540
119.314940,-80.165365
9.460980,-47.132628
19.489344,-56.536332
27.304733,-60.924679
34.044625,-63.839699
56.480275,-70.390459
65.835675,-72.429673
66.655546,-72.592793
76.287381,-74.308214
78.463982,-74.673317
90.447256,-76.567457
100.601018,-77.951470
100.960603,-77.996282
117.119650,-79.916596
27.721614,-61.158141
29.145581,-61.801187
32.504173,-63.278602
34.141325,-63.839699
40.685489,-66.168210
60.105872,-71.229397
81.012708,-75.101858
82.294120,-75.308768
99.624926,-77.843045
124.207775,-80.702920
133.498580,-81.642910
133.625486,-81.648206
43.192211,-66.899660
63.087625,-71.833859
72.741401,-73.693236
99.783792,-77.849014
101.661961,-78.090348
105.222982,-78.498212
107.195133,-78.766014
115.457757,-79.738802
116.712061,-79.872759
118.591772,-80.084263
49.390802,-68.639880
76.226895,-74.294769
82.069535,-75.263777
82.513685,-75.327587
92.994454,-76.885895
98.730683,-77.684512
131.441562,-81.394470
80.721037,-75.082328
82.933583,-75.438895
107.206659,-78.766014
25.110490,-59.867210
40.148864,-65.966706
47.730608,-68.215508
64.975803,-72.260382
72.009221,-73.599888
72.722939,-73.687492
75.642262,-74.240468
76.452744,-74.371305
89.356041,-76.399183
98.704869,-77.707862
103.316722,-78.282697
107.280179,-78.791942
107.496538,-78.793192
131.401608,-81.435607
21.440300,-57.770298
25.101369,-59.867210
42.190473,-66.592519
63.108136,-71.834865
82.894137,-75.432547
89.969673,-76.499412
96.707448,-77.440957
99.620398,-77.827702
101.036787,-78.005187
108.551643,-78.939693
119.320224,-80.165744
123.588143,-80.636146
128.213065,-81.094415
26.877605,-60.713687
32.976941,-63.378373
39.857732,-65.872551
43.564998,-67.007178
49.517043,-68.677290
67.757790,-72.799374
76.304554,-74.344459
81.663069,-75.193759
99.806379,-77.851756
100.956599,-77.994102
104.127711,-78.360024
115.779595,-79.773835
41.742193,-66.450474
47.653653,-68.194779
62.170659,-71.639989
84.534592,-75.679157
99.812231,-77.849101
99.803557,-77.851606
104.552839,-78.413127
108.955090,-78.990137
109.923733,-79.101945
115.468929,-79.744454
132.510762,-81.542707
135.409356,-81.810051
32.860790,-63.376900
58.197403,-70.820064
59.122354,-71.028745
66.550699,-72.571429
67.318734,-72.714804
77.854207,-74.593376
95.048600,-77.185965
98.199685,-77.614821
130.501616,-81.345289
22.388068,-58.340312
40.960729,-66.231372
42.063170,-66.550254
62.052529,-71.617183
80.671467,-75.074143
100.432228,-77.928958
106.130545,-78.649917
106.952218,-78.752184
107.936240,-78.871023
114.695255,-79.657665
115.765338,-79.773274
132.624966,-81.553446
10.089734,-47.974993
19.752343,-56.712866
26.435868,-60.504614
33.603995,-63.670315
55.336981,-70.124170
63.703089,-72.000420
66.516239,-72.565700
76.010251,-74.261045
77.815114,-74.565141
89.270356,-76.396786
99.287968,-77.780465
100.387573,-77.921617
115.807707,-79.769705
26.373021,-60.507259
27.931264,-61.244785
32.801007,-63.398131
33.704711,-63.670315
38.870808,-65.574475
58.453678,-70.866718
79.994795,-74.937126
81.353469,-75.159072
97.060567,-77.503799
122.640237,-80.537317
131.807900,-81.476799
132.559636,-81.543262
10.627238,-48.638700
19.803128,-56.752800
27.687677,-61.134563
37.548635,-65.068076
42.645767,-66.733262
57.752772,-70.722158
60.452262,-71.273819
74.692913,-74.074236
92.423676,-76.808397
99.561514,-77.819217
107.022560,-78.759343
115.075180,-79.700181
115.181524,-79.706072
23.371502,-58.891436
25.996467,-60.327606
39.902790,-65.866952
63.145220,-71.841967
82.486131,-75.367315
88.787346,-76.328134
96.542337,-77.419604
99.533919,-77.817164
100.183809,-77.896167
108.283059,-78.908077
119.311170,-80.165101
122.037001,-80.472333
127.234736,-80.995573
23.020295,-58.693946
37.316800,-64.992239
47.603264,-68.164088
54.870599,-70.016842
57.895145,-70.719642
76.868639,-74.428362
79.515182,-74.848052
87.698249,-76.155097
101.757809,-78.102011
107.705632,-78.843041
108.285460,-78.908077
129.569144,-81.209094
134.052832,-81.679883
23.183236,-58.788638
60.175527,-71.216000
70.394683,-73.259678
77.351382,-74.488445
79.340337,-74.821489
93.981049,-77.039468
99.797136,-77.849705
101.611767,-78.064608
101.937510,-78.083601
114.145502,-79.594423
119.315492,-80.164644
10.766659,-48.829385
20.069108,-56.925068
25.628032,-60.099877
33.222391,-63.522591
54.197564,-69.854406
61.546907,-71.551252
66.354828,-72.534573
75.721923,-74.211087
77.156731,-74.455233
88.100965,-76.224761
97.985742,-77.608220
99.839408,-77.849711
114.481179,-79.619636
25.081339,-59.853618
26.783894,-60.697830
33.323882,-63.522591
33.020467,-63.484811
37.106798,-64.970867
56.811545,-70.496570
78.984536,-74.771846
80.425750,-75.009846
94.527630,-77.160283
121.102712,-80.376259
130.181485,-81.315287
131.569502,-81.445305
39.322720,-65.674639
63.114741,-71.837870
72.125947,-73.582507
99.788726,-77.850015
100.624578,-77.915077
101.829238,-78.111751
105.430743,-78.549179
114.067903,-79.573950
114.797134,-79.664237
117.684691,-79.984427
135.372860,-81.800051
50.733665,-68.991572
75.641127,-74.195762
80.207881,-74.965185
81.524633,-75.171763
91.746744,-76.711048
96.577835,-77.397566
128.015870,-81.051214
80.561348,-75.056317
82.181583,-75.320718
105.430122,-78.549179
26.861831,-60.746352
43.502399,-67.010775
47.123230,-68.052703
60.662112,-71.365709
69.597215,-73.156207
72.108541,-73.577230
73.218161,-73.816173
73.276929,-73.819545
86.007702,-75.901715
93.639386,-77.021646
100.660858,-77.942797
105.196222,-78.511361
108.699996,-78.963147
126.786891,-80.969944
37.275566,-64.975813
47.083282,-68.042055
61.493684,-71.496864
82.371383,-75.341511
97.198891,-77.504481
99.934799,-77.824298
99.777205,-77.848819
107.985545,-78.874850
110.787490,-79.203988
114.185738,-79.600096
129.268305,-81.220699
132.052233,-81.484592
33.253784,-63.531003
55.994823,-70.316507
56.911143,-70.531507
64.372635,-72.132237
66.222163,-72.506545
74.546799,-74.027191
92.663426,-76.853799
96.022046,-77.322384
125.853503,-80.872529
26.277502,-60.429195
38.135415,-65.271161
44.342053,-67.265622
61.382942,-71.477103
80.522168,-75.049481
99.350956,-77.787500
106.741199,-78.724407
107.069298,-78.766527
107.376051,-78.803513
113.310261,-79.500068
115.786241,-79.775980
130.706437,-81.363288
11.490014,-49.675980
20.441241,-57.166094
24.887350,-59.716658
32.907708,-63.396618
53.065337,-69.580278
59.359310,-71.080834
66.179471,-72.499102
75.423724,-74.159165
76.492805,-74.343229
86.640284,-76.007818
96.687115,-77.435158
99.309542,-77.780744
113.133794,-79.466096
23.854206,-59.198589
25.709505,-60.162533
33.006528,-63.396618
33.155205,-63.539398
35.399277,-64.357249
55.180483,-70.118069
77.983738,-74.606019
79.512289,-74.860881
92.033794,-76.812395
119.363819,-80.187775
128.627731,-81.158644
130.662937,-81.354540
10.411991,-48.364451
11.567707,-49.759809
23.726243,-59.133069
29.972371,-62.135540
45.501678,-67.574508
56.563754,-70.453561
68.742094,-72.993036
69.436672,-73.081195
81.103289,-75.104673
95.969497,-77.340469
106.817679,-78.732339
107.763515,-78.847304
117.318075,-79.943095
27.276720,-60.907580
27.572123,-61.094141
35.585631,-64.374032
62.994390,-71.811866
82.043219,-75.297244
86.082396,-75.925069
95.824216,-77.322293
98.253534,-77.643376
98.953463,-77.740872
107.277186,-78.786868
118.721210,-80.113433
118.822500,-80.111737
125.051099,-80.770125
24.142020,-59.313292
35.063708,-64.181410
45.117312,-67.465698
52.623224,-69.473119
54.634546,-69.964166
73.517000,-73.848080
74.736496,-74.040809
84.288199,-75.638580
101.932010,-78.123862
106.885008,-78.743739
107.282521,-78.786868
126.048918,-80.850358
130.734572,-81.354608
24.500293,-59.508395
29.523160,-61.937025
34.642264,-64.046617
39.764813,-65.818291
51.465070,-69.180018
63.327562,-71.920292
71.528109,-73.502065
74.506968,-73.998931
98.168145,-77.630045
98.640008,-77.654638
99.780820,-77.847719
115.825992,-79.778499
133.686001,-81.636015
24.296468,-59.403749
59.017456,-70.964481
69.005761,-73.001470
76.066424,-74.271854
77.339953,-74.489417
91.535585,-76.696337
98.259190,-77.605788
98.866309,-77.708153
99.804588,-77.850778
112.770722,-79.437776
118.723037,-80.100139
12.173547,-50.435074
20.849508,-57.427165
24.065715,-59.281752
32.508707,-63.239914
52.008908,-69.318924
57.301196,-70.619756
65.838586,-72.432919
74.991324,-74.084583
75.903750,-74.242738
85.337505,-75.809634
95.509735,-77.275090
98.979182,-77.736178
111.952090,-79.328787
22.684040,-58.543759
24.701395,-59.641162
32.595627,-63.239914
33.212129,-63.562132
33.739938,-63.732867
53.557350,-69.730536
76.988103,-74.439282
78.607341,-74.711671
89.570489,-76.459925
117.682482,-80.003172
127.139665,-81.007153
129.832714,-81.271157
35.265007,-64.255824
62.867378,-71.786799
71.568497,-73.483074
95.927220,-77.292249
99.793043,-77.851122
101.998982,-78.133832
103.537930,-78.313004
111.590760,-79.288418
114.078405,-79.583271
116.734598,-79.879715
132.540308,-81.525770
51.937877,-69.297812
74.852757,-74.059833
78.394691,-74.666810
80.446775,-74.998718
90.450404,-76.525961
94.313523,-77.088017
124.415499,-80.679769
80.442240,-75.035617
80.503552,-75.045472
81.898998,-75.275657
103.537909,-78.313004
28.360172,-61.454753
46.992790,-68.015967
46.902192,-67.995506
56.466918,-70.431973
67.090959,-72.678276
70.052007,-73.233782
70.706067,-73.361120
71.559396,-73.478467
82.541011,-75.365758
88.714517,-76.317683
97.879526,-77.577082
102.778716,-78.208169
110.123919,-79.132810
121.989144,-80.467304
28.347376,-61.454753
29.266139,-61.822180
33.493642,-63.587903
62.865640,-71.783792
81.888806,-75.273102
84.814359,-75.731553
95.384079,-77.262049
97.257327,-77.511064
98.579056,-77.691076
106.673400,-78.712851
117.067514,-79.930522
118.472348,-80.072578
123.889952,-80.649120
33.095873,-63.425904
46.906731,-67.995886
60.915935,-71.373330
80.185395,-74.992284
94.810343,-77.180409
95.226090,-77.195091
99.762718,-77.846554
107.100272,-78.767832
111.645497,-79.303776
113.004402,-79.464977
126.307906,-80.918845
128.803424,-81.161107
33.318552,-63.556902
53.716779,-69.775046
54.607396,-69.993235
61.380067,-71.513237
65.543905,-72.372682
71.126701,-73.414897
90.164630,-76.496619
93.722926,-77.006829
121.015653,-80.361911
30.252299,-62.260306
34.018034,-63.785194
47.871309,-68.261350
60.824581,-71.356488
80.412458,-75.030576
98.718394,-77.702886
106.396601,-78.684863
107.434172,-78.807753
107.877400,-78.863447
111.966584,-79.345679
115.886128,-79.786589
129.112990,-81.202574
12.879653,-51.164454
21.307159,-57.708150
23.264593,-58.842180
32.159807,-63.097032
51.018271,-69.067960
55.232341,-70.141832
65.464479,-72.357542
74.510978,-74.001242
75.334867,-74.144377
84.050833,-75.612603
94.347773,-77.116706
98.697934,-77.699235
110.782806,-79.192398
21.578377,-57.890957
23.764949,-59.136066
32.246527,-63.097032
32.129536,-63.095367
33.181179,-63.552275
51.980051,-69.341301
75.997141,-74.271196
77.711945,-74.561960
87.146631,-76.102921
116.065212,-79.822820
125.725726,-80.861093
129.086719,-81.195339
137.070052,-81.977018
10.200330,-48.103573
21.397628,-57.766813
23.578521,-59.037195
32.991591,-63.382459
