distance_m,rssi
124.135593,-80.674042
128.859750,-81.170546
32.053611,-63.007999
65.778533,-72.377155
72.409274,-73.626466
74.364694,-74.017492
86.767456,-75.984987
100.950311,-77.998405
110.800153,-79.203778
120.807041,-80.339341
32.006290,-62.994395
40.486105,-66.049461
85.827360,-75.874212
92.600271,-76.865406
97.481861,-77.502646
101.100534,-78.018873
101.060246,-78.012851
118.559321,-80.052707
126.626518,-80.949382
21.284719,-57.670008
86.123555,-75.886023
99.768865,-77.846940
107.773825,-78.832338
113.781439,-79.541229
117.987607,-79.987698
82.676220,-75.355433
99.766074,-77.846963
102.458678,-78.191887
103.351661,-78.262854
136.186324,-81.857319
137.356750,-81.995528
29.312153,-61.867071
57.915753,-70.722692
82.464689,-75.323408
119.800521,-80.231664
125.711777,-80.855478
127.625067,-81.046651
8.320471,-45.490569
73.904413,-73.933523
84.779897,-75.723050
93.934071,-77.058695
107.285145,-78.779499
111.988669,-79.326881
31.698109,-62.864245
63.603464,-71.938367
73.234167,-73.774741
73.836072,-73.923997
82.123338,-75.310159
85.144989,-75.738514
100.619874,-77.956295
110.517470,-79.171074
119.569333,-80.205563
136.777170,-81.940492
28.473517,-61.488143
33.161610,-63.450069
100.516754,-77.944076
101.122082,-78.022274
101.738771,-78.058949
115.649830,-79.761232
121.722721,-80.420776
136.641071,-81.921591
33.145552,-63.450069
57.219007,-70.567349
101.100199,-78.018549
102.926392,-78.250357
110.423465,-79.160683
134.846726,-81.729714
41.873189,-66.492820
73.458434,-73.815417
102.925423,-78.250357
111.763025,-79.300561
115.652261,-79.761232
117.495817,-79.954662
136.295972,-81.868436
27.649915,-61.108153
56.541202,-70.410218
81.786644,-75.215144
118.636591,-80.104455
124.474820,-80.726903
126.313971,-80.912096
22.094982,-58.166114
61.694969,-71.540047
92.992717,-76.886247
92.821415,-76.894390
100.440576,-77.924112
102.668625,-78.217826
120.744325,-80.314293
126.198886,-80.898823
135.473255,-81.788531
31.317439,-62.706072
61.476372,-71.495575
73.283890,-73.826495
73.964284,-73.903666
82.181766,-75.319688
83.567839,-75.495195
100.312035,-77.916348
110.215926,-79.135360
118.422791,-80.080007
135.652956,-81.833354
31.272372,-62.689422
42.759621,-66.763528
83.356826,-75.494562
91.275178,-76.678717
92.487016,-76.816448
101.148595,-78.024268
101.130287,-78.021332
114.660680,-79.616319
124.130195,-80.689635
26.859037,-60.727407
33.435014,-63.557920
99.763831,-77.803284
100.214057,-77.904804
101.140928,-78.024731
116.264973,-79.830126
120.077173,-80.244023
135.151441,-81.779086
22.377257,-58.326614
82.954983,-75.398716
99.775269,-77.847396
105.972532,-78.613591
112.909823,-79.442155
114.084369,-79.550202
135.015347,-81.764953
136.968992,-81.960569
81.313895,-75.138165
99.382582,-77.752122
99.771981,-77.847420
102.757255,-78.229171
132.813753,-81.530220
135.115122,-81.781369
26.087157,-60.346242
55.180606,-70.090369
81.090599,-75.104928
117.563609,-79.985553
123.321207,-80.605050
125.047164,-80.780939
136.544175,-81.921189
9.514165,-47.244237
72.784522,-73.734815
82.328648,-75.340885
91.545808,-76.724042
105.454233,-78.555725
110.800830,-79.188191
30.911054,-62.532777
59.395685,-71.048548
72.705459,-73.724389
74.601379,-74.014110
82.034771,-75.255105
82.207578,-75.324768
100.027366,-77.878668
109.895754,-79.096643
117.366193,-79.962778
134.581841,-81.730491
30.854030,-62.514554
43.800587,-67.076541
82.134782,-75.302288
90.012151,-76.463293
90.624094,-76.585672
101.162838,-78.026422
101.146299,-78.023654
112.730642,-79.395319
122.989649,-80.569826
25.330282,-59.965031
33.631026,-63.633841
97.823711,-77.547522
99.930280,-77.867815
101.158175,-78.026806
116.848017,-79.894851
118.487188,-80.071051
133.700276,-81.638883
33.625443,-63.633841
54.489393,-69.927667
101.137245,-78.023965
103.392446,-78.309972
109.776189,-79.084461
131.406773,-81.392152
43.996643,-67.136050
74.761730,-74.043832
103.400949,-78.309972
110.556117,-79.158437
116.852069,-79.894851
117.071914,-79.907301
133.454351,-81.593544
24.603742,-59.584185
53.810606,-69.762833
80.398679,-74.992914
116.571861,-79.875052
122.236788,-80.490072
123.829028,-80.653415
135.537560,-81.824631
23.187700,-58.795896
57.591872,-70.642855
88.058883,-76.175671
90.381621,-76.547697
99.103770,-77.750109
102.972799,-78.256293
117.575545,-79.969176
123.721221,-80.640871
132.572928,-81.506376
30.456246,-62.343444
57.383535,-70.597570
72.111029,-73.617414
75.125887,-74.106956
80.569501,-75.018867
82.209794,-75.325119
99.754918,-77.843310
109.540537,-79.054960
116.390764,-79.853967
133.571597,-81.632048
30.408438,-62.323586
44.773085,-67.363712
80.922946,-75.108260
87.560214,-76.102998
89.980685,-76.492628
101.174116,-78.028186
101.150509,-78.024662
110.822551,-79.172521
121.924980,-80.456939
23.888425,-59.204160
33.747847,-63.677684
95.917687,-77.291664
99.665733,-77.833164
101.173756,-78.028491
116.953089,-79.902064
117.397373,-79.955286
132.287967,-81.501106
23.479820,-58.948332
80.004768,-74.925450
99.780408,-77.847902
104.051241,-78.374605
110.263139,-79.105288
111.905748,-79.325599
132.168266,-81.487461
134.964642,-81.767961
79.926102,-74.913133
95.557933,-77.240455
99.771888,-77.847928
103.064048,-78.268181
129.261586,-81.176740
133.080757,-81.584458
23.208563,-58.825458
52.437937,-69.426295
79.696445,-74.878487
115.660371,-79.773035
121.224165,-80.382113
122.654899,-80.529697
134.562335,-81.730739
10.686131,-48.760214
71.569388,-73.516349
79.897737,-74.951498
89.053783,-76.364923
103.497716,-78.311597
109.473031,-79.032376
29.985879,-62.137163
55.404703,-70.142298
71.492197,-73.504842
75.568873,-74.182174
79.137846,-74.786620
82.183074,-75.320610
99.500102,-77.810329
109.164985,-79.010263
115.494741,-79.753657
132.599819,-81.537934
29.924606,-62.115523
45.686285,-67.626162
79.706969,-74.912096
85.118584,-75.734829
89.332665,-76.399543
101.188472,-78.029544
101.152337,-78.024324
108.925405,-78.947790
120.940548,-80.351117
22.542168,-58.448632
33.774175,-63.689701
94.054817,-77.035525
99.422354,-77.800907
101.185824,-78.029764
115.480033,-79.737066
117.905219,-80.011259
130.922271,-81.365824
33.760191,-63.689701
51.735512,-69.254572
101.143639,-78.024102
103.905998,-78.372956
109.036144,-78.996297
127.767798,-81.027295
45.850720,-67.675876
75.664180,-74.201398
103.904431,-78.372956
109.208271,-78.999108
116.487354,-79.842857
117.903270,-80.011259
130.411388,-81.293740
21.902752,-58.073089
51.063670,-69.080304
78.982553,-74.761298
114.739446,-79.669229
120.282851,-80.281030
121.525217,-80.409692
133.619502,-81.639455
24.288941,-59.397187
53.728020,-69.739201
83.183000,-75.434328
87.831477,-76.175541
97.664289,-77.560326
103.292532,-78.296560
114.624954,-79.640084
121.424477,-80.397689
129.473296,-81.198679
136.852949,-81.940583
29.417893,-61.887792
53.534542,-69.695101
70.983862,-73.411724
75.847715,-74.230104
77.819379,-74.567816
82.261849,-75.332959
99.125933,-77.761481
108.618785,-78.945177
114.542669,-79.645951
131.618766,-81.441553
29.336286,-61.860353
46.542376,-67.865926
78.499632,-74.713547
82.686215,-75.358361
88.693856,-76.306333
101.190332,-78.030480
101.136691,-78.022696
107.038075,-78.721029
120.007980,-80.251081
21.272375,-57.691484
33.722476,-63.670551
92.225262,-76.779276
98.985438,-77.744083
101.188234,-78.030618
114.055182,-79.576277
118.369936,-80.062757
129.588646,-81.233035
24.566062,-59.543183
77.327966,-74.483674
99.784451,-77.848445
101.987321,-78.114429
106.487570,-78.652548
110.755374,-79.192041
129.465273,-81.219886
133.062330,-81.583728
78.484728,-74.676659
91.867341,-76.728008
99.773538,-77.848473
103.385644,-78.308979
125.516721,-80.794230
131.129176,-81.392996
11.754894,-49.975314
82.360115,-75.346849
88.325405,-76.250324
97.067107,-77.480152
110.578157,-79.170527
116.013612,-79.787979
20.645253,-57.302159
49.668770,-68.718954
78.249277,-74.639690
113.724693,-79.553145
119.359110,-80.180422
120.391993,-80.287594
132.662862,-81.545686
11.836927,-50.103245
70.602484,-73.334675
77.496100,-74.552784
86.453606,-75.979273
101.405836,-78.045807
108.029557,-78.858941
28.784853,-61.606595
51.747291,-69.251519
70.515953,-73.325532
75.994377,-74.256136
76.584102,-74.358509
82.377857,-75.351308
98.700431,-77.705582
107.974138,-78.868040
113.528167,-79.530018
130.656003,-81.345816
28.715886,-61.577639
47.318975,-68.084209
77.296690,-74.512292
80.286898,-74.973195
88.058955,-76.212867
101.198583,-78.030990
101.115004,-78.019783
105.182002,-78.491951
119.082390,-80.149802
20.020260,-56.904561
33.591922,-63.619674
90.427605,-76.522991
98.579381,-77.689986
101.196400,-78.031039
112.691642,-79.419911
118.803678,-80.109693
128.297103,-81.102708
33.583532,-63.619674
48.946923,-68.531300
101.102767,-78.019045
104.436055,-78.439255
107.774248,-78.844982
123.959506,-80.632620
134.261545,-81.693182
47.461010,-68.125462
76.012432,-74.261190
104.440427,-78.439255
107.735393,-78.822118
115.764287,-79.762025
118.804219,-80.109693
127.185229,-80.967359
19.410408,-56.498082
48.242133,-68.338873
77.493629,-74.513102
112.725112,-79.437797
118.421505,-80.077531
119.227884,-80.160962
131.667265,-81.447371
25.382521,-59.970138
50.176197,-68.848468
78.373201,-74.658627
85.170348,-75.775974
96.129534,-77.355310
103.631718,-78.338488
111.904622,-79.328307
119.118444,-80.148043
126.189852,-80.864179
133.160489,-81.585193
28.135274,-61.309600
49.998543,-68.803431
69.985924,-73.227705
75.384454,-74.152681
76.062420,-74.267919
82.428606,-75.359733
98.325129,-77.655725
107.341291,-78.791432
112.531092,-79.414811
129.753411,-81.255499
28.058896,-61.278960
48.050648,-68.282449
76.087502,-74.308002
77.888064,-74.579006
87.418378,-76.118781
101.200373,-78.031059
101.085707,-78.015612
103.324415,-78.260568
118.138604,-80.046193
18.793609,-56.082056
33.382185,-63.536670
88.661834,-76.266580
98.213629,-77.641961
101.194737,-78.031017
111.376634,-79.268142
119.192253,-80.152021
127.037354,-80.975020
25.666130,-60.109799
74.928603,-74.071529
99.799706,-77.831071
99.787083,-77.849032
102.787616,-78.190773
109.482277,-79.041024
126.927235,-80.962411
131.062422,-81.386244
76.962890,-74.421440
88.321903,-76.215280
99.777108,-77.849061
103.723568,-78.351358
121.590576,-80.380214
129.318543,-81.212391
12.902224,-51.196954
82.433123,-75.359715
87.045084,-76.061998
95.496337,-77.269011
109.275653,-79.016917
115.185936,-79.695650
18.189598,-55.655755
46.781969,-67.938891
76.715273,-74.381463
111.732227,-79.323139
117.461355,-79.972193
118.025782,-80.029677
130.628277,-81.344609
12.991241,-51.312791
69.485830,-73.129245
75.089017,-74.142122
83.736305,-75.565260
99.168541,-77.756609
106.451358,-78.667388
27.468019,-60.994971
48.286374,-68.350590
69.400163,-73.117705
74.223323,-73.951154
76.050552,-74.265211
82.421787,-75.358224
97.992342,-77.612005
106.715114,-78.715613
